,uid,stemmed
417,18,"[u'sportscent', u'nfl', u'postgam', u'analysi', u'littl', u'heavi', u'chri', u'berman', u'seem', u'weigh', u'kind', u'ontolog', u'ennui']"
418,18,"[u'buy', u'safe', u'store', u'valuabl', u'wont', u'just', u'tip', u'burglar', u'steal', u'safe']"
419,18,"[u'crystal', u'im', u'u']"
420,18,"[u'yet', u'anoth', u'music', u'show', u'oakland', u'oh', u'indign', u'travel', u'east', u'bay', u'friday', u'night']"
421,18,"[u'trazzler', u'make', u'big', u'move', u'ec2', u'today', u'site', u'will', u'spell']"
422,18,"[u'start', u'use', u'brizzlycom', u'twitter', u'updat', u'dig', u'shellen', u'think', u'can', u'handl', u'40', u'acct', u'trazzlercomtwitt']"
423,18,"[u'caught', u'glimps', u'downstair', u'neighbor', u'butt', u'neke', u'way', u'he', u'58', u'305', u'love', u'amici', u'pizza']"
424,18,"[u'betacook', u'5pm', u'et', u'well', u'look', u'answer']"
425,18,"[u'today', u'trazzler', u'weekend', u'getaway', u'game', u'fairmonthotel', u'play']"
426,18,"[u'whoop', u'itchi', u'tweeter', u'finger']"
427,18,"[u'tri', u'listen', u'stream', u'radio']"
428,18,"[u'california', u'probabl', u'save', u'fortun', u'hire', u'chines', u'govern', u'fix', u'bay', u'bridg']"
429,18,"[u'tri', u'grooveshark', u'radio', u'seem', u'think', u'love', u'elo']"
430,18,"[u'kind', u'compens', u'watch', u'redskin', u'offens']"
431,18,"[u'worst', u'basketbal', u'player', u'histori', u'civil', u'hold', u'court', u'arkansa', u'20th', u'right', u'now']"
432,18,"[u'butterflymeow', u'look', u'like', u'gonna', u'go', u'european', u'sleep', u'work', u'alpin', u'edit', u'made', u'ontario', u'ca']"
433,18,"[u'harder', u'find', u'hasid', u'hat', u'might', u'think']"
434,18,"[u'back', u'hurt', u'mattress', u'recommend']"
435,18,"[u'unlik', u'nyc', u'la', u'san', u'francisco', u'doesnt', u'make', u'feel', u'bad', u'broke']"
436,18,"[u'excit', u'weekend', u'getaway', u'game', u'action', u'trazzler', u'run', u'w', u'fairmont', u'hotel', u'resort', u'twitter']"
437,18,"[u'sarahm', u'terri', u'grosss', u'pronunci', u'fresh', u'air', u'definit', u'pornograph', u'thing', u'youll', u'ever', u'hear', u'npr']"
438,18,"[u'turn', u'bank', u'will', u'revers', u'overdraft', u'charg', u'deposit', u'bunch', u'money', u'threaten', u'open', u'account', u'differ', u'bank']"
439,18,"[u'dear', u'deltaflight721', u'clean', u'crew', u'ladi', u'20a', u'bite', u'nail', u'put', u'inflight', u'magazin']"
440,18,"[u'nbc', u'studio', u'new', u'york', u'lot', u'secur', u'even', u'hand', u'sanit']"
441,18,"[u'goldman', u'na', u'fine', u'prefer', u'real', u'pastrami', u'though']"
442,18,"[u'goldman', u'im', u'gettin', u'foursquar', u'caus', u'forget', u'chang', u'citi', u'biz', u'made', u'go', u'chicago', u'diner', u'w', u'yuck']"
443,18,"[u'green', u'veget', u'meatbomb', u'trifecta', u'defont', u'brooklyn', u'meatbal', u'sand', u'bobbi', u'flay', u'steak', u'ribey', u'whitehous', u'hoagi']"
444,18,"[u'gregyaitan', u'forgot', u'mention', u'call', u'girlfriend', u'angi', u'hous', u'fanat', u'tivo', u'rerun']"
445,18,"[u'timrobert', u'roll', u'key', u'true']"
446,18,"[u'surround', u'yanke', u'fan', u'probabl', u'new', u'jersey', u'nightmar']"
447,18,"[u'iance', u'got', u'atlant', u'citi', u'weekend', u'im', u'back', u'mon', u'tue', u'im', u'55th', u'10th', u'day']"
448,18,"[u'new', u'york', u'citi', u'bodega', u'2', u'egg', u'sandwich', u'roll', u'cheap', u'coffe', u'wonder', u'thing', u'dont', u'us', u'citi']"
449,18,"[u'ride', u'amtrak', u'nyc', u'philli', u'whole', u'ride', u'soprano', u'set']"
450,18,"[u'partner', u'w', u'fairmont', u'hotel', u'resort', u'creat', u'uniqu', u'game', u'twitter', u'trazzler', u'tmw', u'5pm', u'et', u'play']"
451,18,"[u'rip', u'captain', u'lou', u'albano', u'work', u'moondog', u'tag', u'team', u'person', u'favorit']"
452,18,"[u'watch', u'movi', u'preview', u'shell', u'station', u'2012', u'cusack', u'look', u'like', u'poop', u'pant']"
453,18,"[u'sit', u'next', u'10', u'year', u'old', u'just', u'took', u'break', u'read', u'ho', u'chi', u'minh', u'punch', u'equat', u'oldschool', u'calcul']"
454,18,"[u'seriou', u'man', u'1', u'movi']"
455,18,"[u'like', u'muni', u'train', u'just', u'stop', u'inexplic', u'rest', u'think']"
456,18,"[u'rabbl', u'post', u'trazzler', u'trip', u'ill', u'bet', u'0', u'central', u'uruguay']"
457,18,"[u'came', u'itoilet', u'idea', u'first']"
458, George Costanza!,[u'nan']
459,18,"[u'shelisrael', u'pay', u'good', u'content', u'publush', u'author', u'excerpt', u'exchang', u'promo', u'prob', u'way', u'go', u'adamt']"
460,18,"[u'somebodi', u'make', u'monster', u'truck', u'dull', u'airport', u'peoplemov', u'final', u'retir', u'thing']"
461,18,"[u'just', u'met', u'folk', u'dc']"
462," and met the boss, who was my former boss's boss's boss. That was cool.",[u'nan']
463,18,"[u'gregyaitan', u'bad', u'news', u'washington', u'redskin', u'color', u'redskin', u'stink']"
464,18,"[u'get', u'readi', u'brother', u'wed']"
465,18,"[u'thoughtzer', u'new', u'twitter', u'app', u'updat', u'statu', u'mind', u'doesnt', u'work']"
466,18,"[u'need', u'50', u'blue', u'blazer', u'restaur', u'dc', u'best', u'place', u'go']"
467,18,"[u'experienc', u'la', u'rush', u'hour', u'last', u'week', u'dc', u'rush', u'hour', u'right', u'now', u'awesom']"
468,18,"[u'work', u'bethesda', u'starbuck', u'colleen101']"
469,18,"[u'great', u'pic', u'photog', u'dave', u'lloyd', u'travel', u'rural', u'china']"
470,18,"[u'style', u'waiflik', u'old', u'ladi', u'upper', u'east', u'wear', u'giant', u'sunglass', u'fur', u'name']"
471,18,"[u'jack', u'parti']"
472,18,"[u'look', u'forward', u'take', u'train', u'nyc', u'dc', u'tonight', u'love', u'ride', u'amtrak']"
473,18,"[u'eat', u'leftov', u'pizza', u'sunday', u'night', u'jawbon', u'sesh', u'minch', u'abdur']"
474,18,"[u'eat', u'fish', u'sausalito', u'think', u'tast', u'better']"
475,18,"[u'work', u'minch', u'trazzler', u'plan', u'panera', u'bread', u'compani', u'panera', u'bread', u'compani', u'busi', u'get', u'done']"
476,18,"[u'never', u'fail', u'outperform', u'googl', u'search', u'chiang', u'mai', u'women', u'prison', u'massag']"
477,18,"[u'krissi', u'yeah', u'heroin', u'leftov', u'good', u'toy', u'kid']"
478,18,"[u'davepel', u'right', u'outsid', u'hq', u'sadli', u'polarisdogpatch', u'space', u'can', u'assur', u'im', u'just', u'coffe', u'today']"
479,18,"[u'almost', u'step']"
480,18,"[u'gregyaitan', u'thx']"
481,18,"[u'think', u'resid', u'saw', u'santa', u'barbara', u'weekend', u'im', u'pretti', u'sure', u'lot', u'guy', u'cobra', u'kai']"
482,18,"[u'warn', u'dont', u'ever', u'click', u'virgin', u'offic', u'brizzli']"
483,18,"[u'someth', u'read', u'time', u'manag', u'book', u'virgin']"
484,18,"[u'first', u'time', u'clifton', u'cafeteria', u'place', u'rule']"
485,18,"[u'sarahm', u'damn', u'good', u'burger']"
486,18,"[u'spaghetti', u'meatbal', u'littl', u'dom', u'gregyaitan', u'hamburg', u'fri', u'father', u'offic', u'sweetpant', u'bigmeatfriday']"
487,18,"[u'405', u'fri', u'good', u'time', u'lo', u'angel', u'excel', u'traffic']"
488,18,"[u'att', u'back', u'good', u'side', u'just', u'got', u'collect', u'call', u'men', u'central', u'jail', u'refus', u'make', u'17', u'drop', u'call']"
489,18,"[u'alway', u'enjoy', u'see', u'yanke', u'scrappi', u'team', u'likeabl', u'underdog', u'well']"
490,18,"[u'cdixon', u'hunch', u'score', u'right', u'8', u'wrong', u'2', u'fun', u'play', u'like', u'format']"
491,18,"[u'cdixon', u'tri', u'quiz', u'cdixonorg', u'kind', u'feedback', u'look']"
492,18,"[u'fear', u'certain', u'employe', u'gym', u'potenti', u'go', u'postal', u'postenti']"
493,18,"[u'larri', u'just', u'kill', u'swan']"
494,18,"[u'new', u'improv', u'trazzler', u'recommend', u'delv', u'travel', u'person', u'live', u'blogtrazzlercom', u'love', u'feedback']"
495,15990804,"[u'beauti', u'handmad', u'jewelri', u'friend', u'becca', u'riellacr', u'followfriday']"
496,15990804,"[u'rt', u'thatdaniel', u'yo', u'foodi', u'thefoodsect', u'just', u'softlaunch', u'new', u'site', u'gastrobuzz', u'aggreg', u'food', u'tweet']"
497,15990804,"[u'two', u'women', u'real', u'american', u'hero', u'pray', u'victim', u'famili', u'today', u'fthood']"
498,15990804,"[u'lolita', u'awwwwwww']"
499,15990804,"[u'lolita', u'cute', u'kind', u'dog']"
500,15990804,"[u'lolita', u'haha', u'sound', u'fun']"
501,15990804,"[u'rt', u'tammymunson', u'rt', u'deltawhiskey1', u'let', u'rephras', u'intent', u'11', u'hero', u'lost', u'life', u'today', u'1', u'murder', u'dead']"
502,15990804,"[u'lolita', u'hey', u'now', u'love', u'nerf', u'dart', u'gun']"
503,15990804,"[u'jessicagottlieb', u'ok', u'dont', u'joke']"
504,15990804,"[u'mom101', u'doubl', u'woop', u'actual', u'just', u'lold', u'littl', u'cube', u'im', u'sorri']"
505,15990804,"[u'mom101', u'woop', u'just', u'actual', u'lol']"
506,15990804,"[u'jessicagottlieb', u'le', u'sigh', u'miss', u'mom', u'drive', u'around', u'everywher']"
507,15990804,"[u'jonib', u'haha', u'assum', u'suppos', u'dm']"
508,15990804,"[u'hotrod33coup', u'still', u'laugh', u'south', u'park', u'caus', u'everi', u'time', u'hear', u'motorcyclelol']"
509,15990804,"[u'tammymunson', u'get', u'well', u'soon']"
510,15990804,"[u'calandro5', u'oooh', u'ill', u'check', u'race', u'im', u'plan', u'next', u'marathon', u'toodecis', u'decis']"
511,15990804,"[u'rt', u'adanzi', u'tear', u'wall', u'twenti', u'year', u'ago', u'monday', u'torn', u'tcot', u'berlinwal']"
512,15990804,"[u'joyunexpect', u'awesom', u'run', u'person', u'victori', u'5', u'mile', u'1', u'mile', u'262', u'mile', u'that', u'love']"
513,15990804,"[u'rt', u'activenetwork', u'strategi', u'improv', u'raceday', u'perform']"
514,15990804,"[u'joyunexpect', u'thank', u'ladi']"
515,15990804,"[u'calandro5', u'thank', u'wow', u'149', u'ill', u'moon', u'wonder', u'woman', u'cours', u'realli', u'hilli', u'im', u'anxiou', u'tackl']"
516,15990804,"[u'alliworthington', u'yay', u'go', u'babi', u'go']"
517,15990804,"[u'true', u'rt', u'dannygokey', u'judg', u'peopl', u'time', u'love', u'mother', u'teresa']"
518,15990804,"[u'justin925', u'thank']"
519,15990804,"[u'piperoflov', u'thank']"
520,15990804,"[u'48', u'hour', u'now', u'ill', u'run', u'half', u'marathon', u'hear', u'hill', u'lot', u'em', u'bring']"
521,15990804,"[u'rt', u'fitnessmagazin', u'averag', u'thanksgiv', u'dinner', u'contain', u'3000', u'calori', u'burn', u'stuf', u'sign', u'turkey', u'trot']"
522,15990804,"[u'hotrod33coup', u'awesom', u'sooo', u'true', u'live', u'main', u'street', u'die', u'lol']"
523,15990804,"[u'start', u'feel', u'sorri', u'someth', u'someon', u'els', u'wow']"
524,15990804,"[u'aordinarylif', u'sure', u'thatd', u'great']"
525,15990804,"[u'aordinarylif', u'ador']"
526,15990804,"[u'hotrod33coup', u'haha', u'sip', u'just', u'love', u'coffe', u'mmmm']"
527,15990804,[u'coffe']
528,15990804,"[u'offici', u'besid', u'peaberri', u'coffe', u'belov', u'colorado', u'peet', u'coffe', u'best', u'drip', u'coffe', u'mani', u'time', u'can', u'say', u'coffe']"
529,15990804,"[u'offici', u'besid', u'peaberri', u'coffe', u'belov', u'colorado', u'peet']"
530,15990804,"[u'naomitrow', u'yeah', u'ill', u'put', u'pic', u'none', u'iphon', u'cute']"
531,15990804,"[u'naomitrow', u'yeah', u'bummer', u'ye', u'good', u'halloween', u'tweedlede', u'tweedledum', u'friend']"
532,15990804,"[u'view', u'hotel', u'room', u'portland', u'oh', u'look', u'fall']"
533,15990804,"[u'rt', u'rainnwilson', u'master', u'googl', u'wave', u'simpli', u'shape', u'hand', u'g', u'u', u'move', u'back', u'forth', u'toward', u'ador', u'crowd']"
534,15990804,"[u'jonib', u'want', u'one', u'will', u'see']"
535,15990804,"[u'rt', u'stafon13', u'grind', u'shine', u'twitter', u'world', u'new', u'day', u'2', u'prove', u'ur', u'legaci', u'ever', u'love', u'live', u'learn', u'god', u'plan']"
536,15990804,"[u'rt', u'uscripsit', u'stafon', u'tweet', u'continu', u'journey', u'road', u'recoveri', u'stafon', u'johnson', u'sent', u'inspir', u'msg']"
537,15990804,"[u'omg', u'plane', u'littl', u'less', u'hour', u'takeoff', u'final', u'luck', u'turn', u'around', u'finger', u'cross', u'knock', u'wood', u'etc']"
538,15990804,"[u'hotrod33coup', u'im', u'just', u'tire', u'peopl', u'spell', u'lose', u'loos', u'just', u'saw', u'someon']"
539,15990804,"[u'ok', u'peopl', u'loos', u'screw', u'loos', u'lose', u'dont', u'lose', u'head', u'pet', u'peev', u'mine', u'share']"
540,15990804,"[u'overheard', u'lax', u'havent', u'shower', u'3', u'day', u'feel', u'disgust', u'hope', u'she', u'flight']"
541,15990804,"[u'got', u'lax', u'2', u'hour', u'earli', u'flew', u'thru', u'secur', u'10', u'minutesgo', u'figur', u'least', u'flight', u'time']"
542,15990804,"[u'just', u'read', u'recess', u'pet', u'go', u'homeless', u'drove', u'famili', u'health', u'well', u'alway', u'come', u'first', u'sad']"
543,15990804,"[u'happi', u'friday']"
544,15990804,"[u'case', u'care', u'offici', u'sign', u'la', u'marathon', u'round', u'3', u'come']"
545,15990804,"[u'want', u'lynzskat', u'watch', u'rt', u'tonyhawk', u'highlight', u'last', u'night', u'event', u'includ', u'lynzskat', u'5']"
546,15990804,"[u'pretti', u'awesom', u'can', u'walk', u'home', u'lamarathon', u'beach', u'parti', u'pump', u'new', u'cours']"
547,15990804,"[u'calandro5', u'love', u'hope', u'fun']"
548,15990804,"[u'lolita', u'hahahaaha']"
549,15990804,"[u'anyon', u'els', u'love', u'wed', u'singer', u'much', u'watch', u'1', u'million', u'time']"
550,15990804,"[u'lolita', u'haha', u'that', u'exactli', u'roommat', u'said', u'meit', u'good', u'luck']"
551,15990804,"[u'seagul', u'just', u'poop', u'shoulder', u'santa', u'monica', u'pier', u'explod', u'fit', u'rage', u'just', u'kid', u'want']"
552,15990804,"[u'someon', u'just', u'said', u'look', u'dog', u'stella', u'she', u'got', u'go', u'know']"
553,15990804,"[u'hotrod33coup', u'that', u'matter']"
554,15990804,"[u'hotrod33coup', u'gonna', u'see', u'thxgive', u'good', u'enough', u'see']"
555,15990804,"[u'hotrod33coup', u'rickbeal22', u'yeah', u'wanna', u'see', u'yall', u'get', u'board', u'includ', u'jonib', u'scottydsntknow', u'cant', u'wait']"
556,15990804,"[u'hotrod33coup', u'rickbeal22', u'realli', u'subtl', u'movement', u'way', u'easier', u'seem', u'go', u'thridecom', u'tutori']"
557,15990804,"[u'rickbeal22', u'yay', u'now', u'go', u'practic', u'cant', u'wait', u'see', u'soon', u'xoxo']"
558,15990804,"[u'rt', u'jenerationpr', u'twitter', u'list', u'effect', u'pr', u'keep', u'influenc', u'handi', u'socalprblog', u'rachelakay']"
559,15990804,"[u'second', u'rt', u'jessicagottlieb', u'concern', u'anissamayhew', u'famili', u'ever', u'im', u'go', u'rememb', u'live', u'without', u'fear']"
560,15990804,"[u'watch', u'jessedrap', u'valleygirlshow', u'see', u'top', u'exec', u'interview', u'like', u'never', u'say', u'busi', u'new', u'pink', u'ff']"
561,15990804,"[u'follow', u'jessedrap', u'she', u'beauti', u'insid', u'watch', u'work', u'misscaliusa', u'pageant', u'sunday', u'cw', u'ff']"
562,15990804,"[u'hotrod33coup', u'yeah', u'havent', u'seen', u'45', u'week']"
563,15990804,"[u'hotrod33coup', u'luckyyyyyyyy']"
564,15990804,"[u'rt', u'tonyhawk', u'attn', u'hater', u'thride', u'critic', u'wont', u'accept', u'unless', u'youv', u'actual', u'tri', u'game', u'ignor', u'bliss', u'thx', u'mgmt']"
565,15990804,"[u'rt', u'attikenpt', u'must', u'learn', u'still', u'midst', u'activ', u'vibrantli', u'aliv', u'repos', u'indira', u'gandhi']"
566,15990804,"[u'rt', u'joyunexpect', u'rt', u'tonyhawk', u'best', u'review', u'yet', u'rt', u'joyunexpect', u'son', u'wrote', u'review', u'thride', u'yay', u'ethan']"
567,15990804,"[u'techmama', u'ye', u'can']"
568,15990804,"[u'techmama', u'haha', u'awesom', u'addict', u'huh']"
569,15990804,"[u'techmama', u'love', u'thride', u'tweet']"
570,15990804,"[u'need', u'laugh', u'today', u'rt', u'nickytwit', u'watch', u'bulldog', u'play', u'thride']"
571,15990804,"[u'get', u'oil', u'chang', u'cant', u'believ', u'condescend', u'technician', u'suppos', u'come', u'dress', u'man']"
572,15990804,"[u'never', u'met', u'anissamayhew', u'friend', u'tell', u'pray', u'pray', u'prayersforanissa']"
573,15990804,"[u'spencerharrison', u'amelialukiman', u'know']"
574,15990804,"[u'rt', u'mamaspohr', u'fight', u'preemi']"
575,15990804,"[u'rt', u'tonyhawk', u'present', u'idea', u'wireless', u'sk8board', u'control', u'activis', u'2', u'yr', u'ago', u'2day', u'thride', u'releas', u'public', u'enjoy']"
576,15990804,"[u'jonib', u'youll', u'love', u'fun']"
577,15990804,"[u'calandro5', u'thank', u'share', u'excit']"
578,15990804,"[u'piperoflov', u'woohoo', u'fun']"
579,15990804,"[u'rt', u'bonniehuntshow', u'bonni', u'tri', u'toni', u'hawk', u'thride', u'monday', u'high', u'heel', u'tonyhawk', u'thride']"
580,15990804,"[u'toni', u'hawk', u'ride', u'launch', u'tomorrow', u'aaah', u'cant', u'believ', u'thride']"
581,15990804,"[u'bcuban', u'oh', u'realli', u'that', u'awesom', u'im', u'actual', u'first', u'dalla', u'rock', u'n', u'roll', u'half', u'marathon', u'fun']"
582,15990804,"[u'rt', u'fritolay', u'vote', u'dorito', u'crash', u'super', u'bowl', u'best', u'promot', u'decad', u'doritosusa']"
583,15990804,"[u'dalla', u'half', u'marathonla', u'full', u'marathon', u'back', u'back', u'race', u'train', u'start', u'week8', u'mile', u'saturday', u'seestephrun']"
584,15990804,"[u'rickbeal22', u'huh']"
585,15990804,"[u'look', u'fanci', u'love', u'gerbera', u'sp', u'daisi']"
586,15990804,"[u'surpris', u'fondu', u'laila', u'birthday', u'mmmm', u'look', u'spread']"
587,15990804,"[u'calandro5', u'kid']"
588,15990804,"[u'scottydsntknow', u'itd', u'littl', u'weird', u'cube']"
589,15990804,"[u'eye', u'burrrrn']"
590,15990804,"[u'swildertaylor', u'tyron', u'well', u'amaz', u'glad', u'see', u'name', u'pop', u'twitter']"
591,15990804,"[u'rt', u'timeforkidsmag', u'tfk', u'spoke', u'w', u'skateboard', u'tonyhawk', u'read', u'new', u'vid', u'game', u'advic', u'young', u'skater']"
592,15990804,"[u'valleygirlshow', u'rock', u'girl', u'plan', u'weekend']"
593,15990804,[u'valleygirlshow']
594,15990804,"[u'rt', u'tonyhawk', u'let', u'known', u'bonni', u'hunt', u'kickflip', u'50', u'first', u'time', u'play', u'thridein', u'boot', u'still', u'recommend', u'skate', u'shoe']"
595,22937622,"[u'your', u'automat', u'voic', u'electr', u'love', u'song', u'much']"
596,22937622,"[u'go', u'sleep', u'9pm', u'need', u'start', u'adjust', u'timezon', u'differ']"
597,22937622,"[u'just', u'got', u'phoenix', u'long', u'day', u'drive', u'hear', u'automat', u'made', u'happi']"
598,22937622,"[u'just', u'heard', u'd', u'bill', u'voic', u'top', u'notch']"
599,22937622,"[u'link', u'leak', u'th', u'song', u'still', u'exist', u'havent', u'heard', u'sinc', u'ive', u'drive', u'across', u'countri', u'day']"
600,22937622,"[u'just', u'finish', u'pack', u'car', u'drive', u'phoenix', u'tomorrow', u'morn', u'goodby', u'michigannn']"
601,22937622,"[u'just', u'vote', u'bill', u'kaulitz', u'tokio', u'hotel', u'who', u'hotter', u'singer', u'vote']"
602,22937622,"[u'just', u'let', u'olk', u'start', u'iv']"
603,22937622,"[u'lol', u'tom', u'forehead']"
604,22937622,"[u'love', u'femal', u'version', u'4chan', u'mostli', u'german']"
605,22937622,"[u'just', u'read', u'lyric', u'automat', u'im', u'anxiou', u'hear', u'now']"
606,22937622,"[u'want', u'see', u'evan', u'rachel', u'wood', u'true', u'blood']"
607,22937622,"[u'get', u'lunch', u'natali', u'mexican', u'town']"
608,22937622,"[u'look', u'like', u'bill', u'go', u'laser', u'tag', u'new', u'pictur']"
609,22937622,"[u'go', u'pf', u'chang', u'jeremi']"
610,22937622,"[u'listen', u'enter', u'shikiri', u'everyon', u'check', u'band', u'havent', u'heard']"
611,22937622,"[u'love', u'intro', u'hung', u'lafayett', u'coney', u'island', u'enjoy', u'eat', u'much', u'im', u'enjoy', u'true', u'blood']"
612,22937622,"[u'storm', u'cancel', u'firework', u'o']"
613,22937622,"[u'meet', u'nat', u'homecom', u'im', u'excit', u'firework']"
614,22937622,"[u'sit', u'94', u'degre', u'weather', u'4', u'hour', u'today', u'worth', u'see', u'tiger', u'beat', u'twin']"
615,22937622,"[u'im', u'current', u'serenad', u'mariachi', u'band', u'remind', u'old', u'memori', u'mexico']"
616,22937622,"[u'anybodi', u'need', u'invit', u'lockerzcom']"
617,22937622,"[u'105', u'post', u'bill', u'thread', u'b', u'none', u'bad', u'either', u'interest']"
618,22937622,"[u'take', u'back', u'sunday', u'play', u'asu', u'fall', u'welcom', u'concert', u'use', u'like', u'like', u'4', u'year', u'ago']"
619,22937622,"[u'rum', u'go', u'bad', u'found', u'trunk', u'today', u'idea', u'long']"
620,22937622,"[u'whoaaa', u'penelop', u'cruz', u'babi', u'javier', u'bardem', u'that', u'weird']"
621,22937622,"[u'love', u'episod', u'oprah', u'show', u'anim', u'cute']"
622,22937622,"[u'glad', u'shitti', u'social', u'state', u'right', u'leav', u'az', u'guess', u'make', u'move', u'easier']"
623,22937622,"[u'pleas', u'retweet', u'petit', u'rescu', u'ringl', u'abus', u'eleph']"
624,22937622,"[u'clinton', u'succeed', u'releas', u'journalist', u'n', u'korea', u'can', u'imagin', u'famili', u'feel']"
625,22937622,"[u'probabl', u'clean', u'car', u'soon']"
626,22937622,"[u'saw', u'harri', u'potter', u'yesterday', u'realli', u'disappoint', u'wast', u'2', u'hr', u'just', u'tell', u'dumbledor', u'die']"
627,22937622,"[u'pleas', u'retweet', u'sign', u'petit', u'petit', u'make', u'kathi', u'new', u'book', u'oprah', u'pick']"
628,22937622,"[u'victorimcool', u'peopl', u'like', u'song', u'one', u'line', u'even', u'accur', u'gay', u'shit']"
629,22937622,"[u'dont', u'stop', u'believin', u'journey', u'piss', u'south', u'detroit', u'canada']"
630,22937622,"[u'fun', u'salsa', u'danc', u'last', u'night']"
631,22937622,"[u'today', u'agenda', u'work', u'buy', u'colleg', u'stuff', u'mayb', u'see', u'harri', u'potter']"
632,22937622,"[u'sara', u'plan', u'teach', u'certain', u'boy', u'lesson', u'tonight', u'will', u'hilari', u'us', u'least']"
633,22937622,"[u'feel', u'stress', u'big', u'move', u'everyth', u'im', u'leav', u'behind', u'dont', u'know', u'whether', u'smile', u'cri']"
634,22937622,"[u'adammichalzuk', u'what', u'trade', u'valu', u'xbox', u'live']"
635,10950582,"[u'patmotley', u'let', u'tri', u'catch', u'live', u'next', u'week']"
636,10950582,"[u'go', u'watch', u'grey', u'big', u'screen', u'thursday', u'indulg']"
637,10950582,"[u'rt', u'alexslemonad', u'beauti', u'differ', u'singl', u'life', u'can', u'make', u'alexandra', u'alex', u'scott', u'01181996', u'08012004']"
638,10950582,"[u'padamsni', u'pleasur', u'patrickhop', u'well']"
639,10950582,"[u'patmotley', u'hi', u'travel', u'lot', u'lot', u'come', u'next', u'month', u'recov', u'pneumonia', u'well', u'r', u'u']"
640,10950582,"[u'rt', u'clear2go2win', u'look', u'drink', u'clean', u'go', u'green', u'purchas', u'clear2go', u'bottl', u'w', u'filter', u'nearest', u'wholefood']"
641,10950582,"[u'rt', u'stevebruskcnn', u'ft', u'hood', u'offici', u'confirm', u'2', u'soldier', u'initi', u'held', u'suspect', u'releas']"
642,10950582,"[u'rt', u'lovellpr', u'mickey', u'mous', u'get', u'make', u'nytim']"
643,10950582,"[u'jpgardner', u'u', u'get', u'invit', u'justin']"
644,10950582,"[u'bookieboo', u'think', u'still', u'good', u'friend', u'lol']"
645,10950582,"[u'bookieboo', u'ye', u'work', u'togeth', u'fish', u'think', u'well', u'crayola', u'gno', u'program']"
646,10950582,"[u'bookieboo', u'rememb', u'fine', u'u', u'what', u'new']"
647,10950582,"[u'lillij', u'that', u'great', u'good', u'coach']"
648,10950582,"[u'rt', u'ariaajaeg', u'send', u'love', u'prayer', u'condol', u'famili', u'love', u'one', u'12', u'dead', u'31', u'wound', u'ft', u'hood', u'texa', u'today']"
649,10950582,"[u'lillij', u'dont', u'want', u'pictur', u'u', u'sit', u'lol', u'understand']"
650,10950582,"[u'jursarealwom', u'd', u'thank', u'rtsare', u'go', u'womma', u'summit']"
651,10950582,"[u'lillij', u'grrryou', u'must', u'go', u'crazi']"
652,10950582,"[u'lillij', u'hi', u'just', u'catch', u'trip', u'news', u'dale']"
653,10950582,"[u'rt', u'jasonpollock', u'your', u'look', u'great', u'list', u'follow', u'check', u'mine']"
654,10950582,"[u'rt', u'sheconomi', u'retail', u'arent', u'engag', u'custom', u'social', u'media', u'miss', u'boat']"
655,10950582,"[u'rt', u'twitjobsusa', u'director', u'global', u'brand', u'market', u'hotel', u'casino', u'125k', u'30', u'bonu', u'orlando', u'fl', u'job', u'twitjob']"
656,10950582,"[u'still', u'carwant', u'jump', u'out45', u'minut', u'eta']"
657,10950582,"[u'rt', u'alexslemonad', u'surround', u'peopl', u'will', u'lift', u'higher', u'oprah', u'winfrey', u'inspir']"
658,10950582,"[u'cbruemmer', u'wish', u'247', u'w', u'stu', u'famili', u'drive', u'home', u'sat', u'max', u'can', u'get', u'back', u'school', u'sun']"
659,10950582,"[u'rt', u'thegrammi', u'help', u'us', u'help', u'musicar', u'vote', u'chariti', u'facebook']"
660,10950582,"[u'lillij', u'yum', u'save']"
661,10950582,"[u'rt', u'charityidea', u'gratitud', u'sign', u'nobl', u'soul', u'aesop', u'quot', u'gratitud']"
662,10950582,"[u'lillij', u'dont', u'think', u'know']"
663,10950582,"[u'lillij', u'u', u'can', u'allyum']"
664,10950582,"[u'rt', u'shapingyouth', u'gamesthatg', u'just', u'found', u'via', u'levitanl', u'sheesh', u'brianreich', u'let', u'post', u'sy', u'winter', u'break', u'dec']"
665,10950582,"[u'rt', u'gettington', u'rt', u'gettington', u'travel', u'holiday', u'send', u'us', u'pic', u'gettington', u'bag', u'action']"
666,10950582,"[u'just', u'enter', u'ohio', u'special', u'hi', u'brandon']"
667,10950582,"[u'lillij', u'well', u'agre', u'one', u'food', u'thing', u'friend', u'pumpkin', u'pie', u'u', u'grate', u'tweetsgiv']"
668,10950582,"[u'lillij', u'1']"
669,10950582,"[u'lillij', u'4', u'hour', u'til', u'akron']"
670,10950582,"[u'rt', u'gamesthatg', u'levitanl', u'r', u'ask', u'peopl', u'play', u'4', u'submit', u'video', u'us', u'like', u'person']"
671,10950582,"[u'gamesthatg', u'drive', u'ohiolook', u'fforward', u'respond', u'sunhav', u'great', u'holiday']"
672,10950582,"[u'lillij', u'just', u'ate', u'king']"
673,10950582,"[u'rt', u'cmoexec', u'good', u'read', u'harvard', u'busi', u'oprah', u'winfrey', u'leadership', u'brand', u'leadership', u'brand', u'market']"
674,10950582,"[u'lillij', u'oh', u'know']"
